"","Player","GP","G","A","P.2","whkye","season","year","type","age","P","league","GP_m1","G_m1","A_m1","P_m1","whkye_m1","league_m1"
"1053","Margo Lund","3","0","0","0",0,"2018-19",2018,"whkye",25,"F","nwhl",NA,NA,NA,NA,NA,NA
"1054","Margo Lund","36","4","7","11",0.13,"2015-16",2015,"whkye",22,"F","other",3,0,0,0,0,"2018-19"
"1055","Margo Lund","36","2","0","2",0.03,"2014-15",2014,"whkye",21,"F","other",36,4,7,11,0.13,"2015-16"
"1056","Margo Lund","35","1","6","7",0.1029213758,"2013-14",2013,"whkye",20,"F","other",36,2,0,2,0.03,"2014-15"
"1057","Margo Lund","36","3","2","5",0.08932614362,"2011-12",2011,"whkye",18,"F","other",35,1,6,7,0.1029213758,"2013-14"
"1058","Tanja Eisenschmid","5","0","0","0",0,"2018-19",2018,"whkye",25,"D","nwhl",NA,NA,NA,NA,NA,NA
"1059","Tanja Eisenschmid","33","0","5","5",0.06,"2015-16",2015,"whkye",22,"D","other",5,0,0,0,0,"2018-19"
"1060","Tanja Eisenschmid","37","3","11","14",0.18,"2014-15",2014,"whkye",21,"D","other",33,0,5,5,0.06,"2015-16"
"1061","Tanja Eisenschmid","28","2","8","10",0.18525847644,"2013-14",2013,"whkye",20,"D","other",37,3,11,14,0.18,"2014-15"
"1062","Tanja Eisenschmid","35","2","8","10",0.16032529534,"2012-13",2012,"whkye",19,"D","other",28,2,8,10,0.18525847644,"2013-14"
"1063","Tanja Eisenschmid","10","3","2","5",0.0742836025,"2011-12",2011,"whkye",18,"D","other",35,2,8,10,0.16032529534,"2012-13"
"1064","Tanja Eisenschmid","1","0","0","0",0,"2010-11",2010,"whkye",17,"D","other",10,3,2,5,0.0742836025,"2011-12"
"1065","Erin Brand","7","0","0","0",0,"2013-14",2013,"whkye",NA,"F|D","other",NA,NA,NA,NA,NA,NA
"1066","Erin Brand","7","0","0","0",0,"2014-15",2014,"whkye",NA,"F|D","other",7,0,0,0,0,"2013-14"
"1067","Erin Brand","1","0","0","0",0,"2018-19",2018,"whkye",NA,"F|D","nwhl",7,0,0,0,0,"2014-15"
"1068","Randi Griffin","33","11","10","21",0.2924416064,"2009-10",2009,"whkye",NA,"F","other",NA,NA,NA,NA,NA,NA
"1069","Randi Griffin","1","0","0","0",0,"2018-19",2018,"whkye",NA,"F","nwhl",33,11,10,21,0.2924416064,"2009-10"
"1070","Taylor Wasylk","35","15","9","24",0.28431105966,"2010-11",2010,"whkye",NA,"F","other",NA,NA,NA,NA,NA,NA
"1071","Taylor Wasylk","36","14","9","23",0.40834808512,"2011-12",2011,"whkye",NA,"F","other",35,15,9,24,0.28431105966,"2010-11"
"1072","Taylor Wasylk","37","7","12","19",0.28195138146,"2012-13",2012,"whkye",NA,"F","other",36,14,9,23,0.40834808512,"2011-12"
"1073","Taylor Wasylk","37","12","18","30",0.41683157199,"2013-14",2013,"whkye",NA,"F","other",37,7,12,19,0.28195138146,"2012-13"
"1074","Taylor Wasylk","12","3","2","5",0.25,"2017-18",2017,"whkye",NA,"F","other",37,12,18,30,0.41683157199,"2013-14"
"1075","Taylor Wasylk","1","0","0","0",0,"2018-19",2018,"whkye",NA,"F","nwhl",12,3,2,5,0.25,"2017-18"
"1076","Dru Burns","35","0","4","4",0.0502634011,"2009-10",2009,"whkye",NA,"D","other",NA,NA,NA,NA,NA,NA
"1077","Dru Burns","37","0","6","6",0.06592720224,"2010-11",2010,"whkye",NA,"D","other",35,0,4,4,0.0502634011,"2009-10"
"1078","Dru Burns","37","3","15","18",0.31264150267,"2011-12",2011,"whkye",NA,"D","other",37,0,6,6,0.06592720224,"2010-11"
"1079","Dru Burns","37","1","16","17",0.25430908916,"2012-13",2012,"whkye",NA,"D","other",37,3,15,18,0.31264150267,"2011-12"
"1080","Dru Burns","22","4","6","10",0.21321315585,"2013-14",2013,"whkye",NA,"D","other",37,1,16,17,0.25430908916,"2012-13"
"1081","Dru Burns","1","0","0","0",0,"2014-15",2014,"whkye",NA,"D","other",22,4,6,10,0.21321315585,"2013-14"
"1082","Dru Burns","21","1","2","3",0.08,"2015-16",2015,"whkye",NA,"D","other",1,0,0,0,0,"2014-15"
"1083","Dru Burns","24","0","6","6",0.15,"2016-17",2016,"whkye",NA,"D","other",21,1,2,3,0.08,"2015-16"
"1084","Dru Burns","18","2","5","7",0.23,"2017-18",2017,"whkye",NA,"D","other",24,0,6,6,0.15,"2016-17"
"1085","Dru Burns","1","0","0","0",0,"2018-19",2018,"whkye",NA,"D","nwhl",18,2,5,7,0.23,"2017-18"
"1086","Lenka Curmova","26","4","17","21",0.05,"2017-18",2017,"whkye",20,"D","other",NA,NA,NA,NA,NA,NA
"1087","Lenka Curmova","11","0","7","7",0.09,"2016-17",2016,"whkye",19,"D","other",26,4,17,21,0.05,"2017-18"
"1088","Lenka Curmova","14","1","6","7",0.05,"2015-16",2015,"whkye",18,"D","other",11,0,7,7,0.09,"2016-17"
"1089","Lenka Curmova","20","0","3","3",0.01,"2014-15",2014,"whkye",17,"D","other",14,1,6,7,0.05,"2015-16"
"1090","Lenka Curmova","14","1","4","5",0.0179885142,"2013-14",2013,"whkye",16,"D","other",20,0,3,3,0.01,"2014-15"
"1091","Lenka Curmova","8","0","1","1",0.00573474291,"2012-13",2012,"whkye",15,"D","other",14,1,4,5,0.0179885142,"2013-14"
"1092","Lenka Curmova","12","0","4","4",0.0140214393,"2011-12",2011,"whkye",14,"D","other",8,0,1,1,0.00573474291,"2012-13"
"1093","Lenka Curmova","13","0","4","4",0.01255762384,"2010-11",2010,"whkye",13,"D","other",12,0,4,4,0.0140214393,"2011-12"
"1094","Lenka Curmova","15","0","3","3",0.0080204322,"2009-10",2009,"whkye",12,"D","other",13,0,4,4,0.01255762384,"2010-11"
"1095","Cailey Hutchison","32","5","5","10",0.14,"2018-19",2018,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1096","Cailey Hutchison","38","5","3","8",0.09,"2017-18",2017,"whkye",20,"F","other",32,5,5,10,0.14,"2018-19"
"1097","Cailey Hutchison","26","0","1","1",0.02,"2016-17",2016,"whkye",19,"F","other",38,5,3,8,0.09,"2017-18"
"1098","Cailey Hutchison","31","0","1","1",0.01,"2015-16",2015,"whkye",18,"F","other",26,0,1,1,0.02,"2016-17"
"1099","Sara Bustad","31","1","3","4",0.05,"2017-18",2017,"whkye",22,"F|D","other",NA,NA,NA,NA,NA,NA
"1100","Sara Bustad","35","3","4","7",0.09,"2016-17",2016,"whkye",21,"F|D","other",31,1,3,4,0.05,"2017-18"
"1101","Sara Bustad","36","0","2","2",0.03,"2015-16",2015,"whkye",20,"F|D","other",35,3,4,7,0.09,"2016-17"
"1102","Sara Bustad","36","1","2","3",0.04,"2014-15",2014,"whkye",19,"F|D","other",36,0,2,2,0.03,"2015-16"
"1103","Kendall Cornine","35","11","8","19",0.24,"2018-19",2018,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1104","Kendall Cornine","35","11","5","16",0.19,"2017-18",2017,"whkye",20,"F","other",35,11,8,19,0.24,"2018-19"
"1105","Kendall Cornine","34","12","8","20",0.26,"2016-17",2016,"whkye",19,"F","other",35,11,5,16,0.19,"2017-18"
"1106","Kendall Cornine","36","4","5","9",0.11,"2015-16",2015,"whkye",18,"F","other",34,12,8,20,0.26,"2016-17"
"1107","Brooke Baker","30","1","1","2",0.03,"2018-19",2018,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1108","Brooke Baker","30","2","6","8",0.11,"2017-18",2017,"whkye",20,"F","other",30,1,1,2,0.03,"2018-19"
"1109","Brooke Baker","29","0","1","1",0.01,"2016-17",2016,"whkye",19,"F","other",30,2,6,8,0.11,"2017-18"
"1110","Brooke Baker","33","1","2","3",0.04,"2015-16",2015,"whkye",18,"F","other",29,0,1,1,0.01,"2016-17"
"1111","Becki Bowering","24","0","4","4",0.03,"2018-19",2018,"whkye",22,"F","other",NA,NA,NA,NA,NA,NA
"1112","Becki Bowering","20","2","2","4",0.08,"2017-18",2017,"whkye",21,"F","other",24,0,4,4,0.03,"2018-19"
"1113","Becki Bowering","21","2","1","3",0.06,"2016-17",2016,"whkye",20,"F","other",20,2,2,4,0.08,"2017-18"
"1114","Becki Bowering","24","0","0","0",0,"2015-16",2015,"whkye",19,"F","other",21,2,1,3,0.06,"2016-17"
"1115","Becki Bowering","23","1","0","1",0.02,"2014-15",2014,"whkye",18,"F","other",24,0,0,0,0,"2015-16"
"1116","Becki Bowering","38","3","4","7",0.0213376248,"2013-14",2013,"whkye",17,"F","other",23,1,0,1,0.02,"2014-15"
"1117","Becki Bowering","36","3","5","8",0.03050243372,"2012-13",2012,"whkye",16,"F","other",38,3,4,7,0.0213376248,"2013-14"
"1118","Becki Bowering","1","1","0","1",0.183086616,"2011-12",2011,"whkye",15,"F","other",36,3,5,8,0.03050243372,"2012-13"
"1119","Kate Leary","20","33","16","49",0.45,"2018-19",2018,"whkye",25,"F","other",NA,NA,NA,NA,NA,NA
"1120","Kate Leary","28","8","9","17",0.36,"2017-18",2017,"whkye",24,"F","other",20,33,16,49,0.45,"2018-19"
"1121","Kate Leary","24","10","6","16",0.4,"2016-17",2016,"whkye",23,"F","other",28,8,9,17,0.36,"2017-18"
"1122","Kate Leary","39","17","14","31",0.37,"2014-15",2014,"whkye",21,"F","other",24,10,6,16,0.4,"2016-17"
"1123","Kate Leary","37","12","17","29",0.40139336562,"2013-14",2013,"whkye",20,"F","other",39,17,14,31,0.37,"2014-15"
"1124","Kate Leary","36","10","5","15",0.23219525532,"2012-13",2012,"whkye",19,"F","other",37,12,17,29,0.40139336562,"2013-14"
"1125","Kate Leary","37","3","7","10",0.17227184841,"2011-12",2011,"whkye",18,"F","other",36,10,5,15,0.23219525532,"2012-13"
"1126","Kendra Broad","18","8","8","16",0.16,"2018-19",2018,"whkye",27,"F","other",NA,NA,NA,NA,NA,NA
"1127","Kendra Broad","20","10","7","17",0.16,"2017-18",2017,"whkye",26,"F","other",18,8,8,16,0.16,"2018-19"
"1128","Kendra Broad","34","9","8","17",0.19,"2016-17",2016,"whkye",25,"F","other",20,10,7,17,0.16,"2017-18"
"1129","Kendra Broad","18","9","9","18",0.34,"2015-16",2015,"whkye",24,"F","other",34,9,8,17,0.19,"2016-17"
"1130","Kendra Broad","24","15","15","30",0.47,"2014-15",2014,"whkye",23,"F","other",18,9,9,18,0.34,"2015-16"
"1131","Kendra Broad","34","9","11","20",0.30361805861,"2013-14",2013,"whkye",22,"F","other",24,15,15,30,0.47,"2014-15"
"1132","Kendra Broad","36","9","8","17",0.25983754762,"2012-13",2012,"whkye",21,"F","other",34,9,11,20,0.30361805861,"2013-14"
"1133","Kendra Broad","29","6","8","14",0.30626106384,"2011-12",2011,"whkye",20,"F","other",36,9,8,17,0.25983754762,"2012-13"
"1134","Kendra Broad","35","8","14","22",0.11775594726,"2010-11",2010,"whkye",19,"F","other",29,6,8,14,0.30626106384,"2011-12"
"1135","Kendra Broad","32","16","17","33",0.21533470975,"2009-10",2009,"whkye",18,"F","other",35,8,14,22,0.11775594726,"2010-11"
"1136","Meghan Lorence","41","18","16","34",0.39,"2014-15",2014,"whkye",22,"F","other",NA,NA,NA,NA,NA,NA
"1137","Meghan Lorence","35","18","17","35",0.514606879,"2013-14",2013,"whkye",21,"F","other",41,18,16,34,0.39,"2014-15"
"1138","Meghan Lorence","41","9","14","23",0.30959367376,"2012-13",2012,"whkye",20,"F","other",35,18,17,35,0.514606879,"2013-14"
"1139","Meghan Lorence","41","5","5","10",0.15313053192,"2011-12",2011,"whkye",19,"F","other",41,9,14,23,0.30959367376,"2012-13"
"1140","Emma Vlasic","29","8","9","17",0.26,"2018-19",2018,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1141","Emma Vlasic","31","11","6","17",0.23,"2017-18",2017,"whkye",20,"F","other",29,8,9,17,0.26,"2018-19"
"1142","Emma Vlasic","31","3","6","9",0.13,"2016-17",2016,"whkye",19,"F","other",31,11,6,17,0.23,"2017-18"
"1143","Emma Vlasic","22","0","2","2",0.04,"2015-16",2015,"whkye",18,"F","other",31,3,6,9,0.13,"2016-17"
"1144","Sydney Baldwin","10","6","13","19",0.24,"2018-19",2018,"whkye",22,"D","other",NA,NA,NA,NA,NA,NA
"1145","Sydney Baldwin","38","12","20","32",0.35,"2017-18",2017,"whkye",21,"D","other",10,6,13,19,0.24,"2018-19"
"1146","Sydney Baldwin","39","2","14","16",0.18,"2016-17",2016,"whkye",20,"D","other",38,12,20,32,0.35,"2017-18"
"1147","Sydney Baldwin","40","5","17","22",0.24,"2015-16",2015,"whkye",19,"D","other",39,2,14,16,0.18,"2016-17"
"1148","Sydney Baldwin","41","5","6","11",0.13,"2014-15",2014,"whkye",18,"D","other",40,5,17,22,0.24,"2015-16"
"1149","Kandice Sheriff","16","0","2","2",0.06,"2018-19",2018,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1150","Kandice Sheriff","22","3","7","10",0.19,"2017-18",2017,"whkye",20,"F","other",16,0,2,2,0.06,"2018-19"
"1151","Kandice Sheriff","34","1","5","6",0.08,"2016-17",2016,"whkye",19,"F","other",22,3,7,10,0.19,"2017-18"
"1152","Kandice Sheriff","25","2","2","4",0.07,"2015-16",2015,"whkye",18,"F","other",34,1,5,6,0.08,"2016-17"
"1153","Kandice Sheriff","34","4","5","9",0.02,"2014-15",2014,"whkye",17,"F","other",25,2,2,4,0.07,"2015-16"
"1154","Kandice Sheriff","5","0","0","0",0,"2013-14",2013,"whkye",16,"F","other",34,4,5,9,0.02,"2014-15"
"1155","Christina Putigna","33","15","15","30",0.41,"2018-19",2018,"whkye",20,"F","other",NA,NA,NA,NA,NA,NA
"1156","Christina Putigna","29","11","13","24",0.35,"2017-18",2017,"whkye",19,"F","other",33,15,15,30,0.41,"2018-19"
"1157","Christina Putigna","37","9","19","28",0.34,"2016-17",2016,"whkye",18,"F","other",29,11,13,24,0.35,"2017-18"
"1158","Christina Putigna","36","11","17","28",0.33,"2015-16",2015,"whkye",17,"F","other",37,9,19,28,0.34,"2016-17"
"1159","Christina Putigna","38","12","16","28",0.07,"2014-15",2014,"whkye",16,"F","other",36,11,17,28,0.33,"2015-16"
"1160","Christina Putigna","38","17","12","29",0.0900921936,"2013-14",2013,"whkye",15,"F","other",38,12,16,28,0.07,"2014-15"
"1161","Christina Putigna","2","1","0","1",0.069323713,"2012-13",2012,"whkye",14,"F","other",38,17,12,29,0.0900921936,"2013-14"
"1162","Christina Putigna","1","0","0","0",0,"2011-12",2011,"whkye",13,"F","other",2,1,0,1,0.069323713,"2012-13"
"1163","Stephanie Anderson","25","5","3","8",0.18,"2018-19",2018,"whkye",25,"F","other",NA,NA,NA,NA,NA,NA
"1164","Stephanie Anderson","28","8","9","17",0.36,"2017-18",2017,"whkye",24,"F","other",25,5,3,8,0.18,"2018-19"
"1165","Stephanie Anderson","31","11","8","19",0.26,"2015-16",2015,"whkye",22,"F","other",28,8,9,17,0.36,"2017-18"
"1166","Stephanie Anderson","39","14","10","24",0.29,"2014-15",2014,"whkye",21,"F","other",31,11,8,19,0.26,"2015-16"
"1167","Stephanie Anderson","33","5","3","8",0.12350565096,"2013-14",2013,"whkye",20,"F","other",39,14,10,24,0.29,"2014-15"
"1168","Stephanie Anderson","39","1","5","6",0.09570658245,"2011-12",2011,"whkye",18,"F","other",33,5,3,8,0.12350565096,"2013-14"
"1169","Stephanie Anderson","25","21","15","36",0.22556521008,"2010-11",2010,"whkye",17,"F","other",39,1,5,6,0.09570658245,"2011-12"
"1170","Brooke Avery","38","10","12","22",0.26,"2018-19",2018,"whkye",22,"F","other",NA,NA,NA,NA,NA,NA
"1171","Brooke Avery","36","14","8","22",0.26,"2017-18",2017,"whkye",21,"F","other",38,10,12,22,0.26,"2018-19"
"1172","Brooke Avery","33","4","2","6",0.08,"2016-17",2016,"whkye",20,"F","other",36,14,8,22,0.26,"2017-18"
"1173","Brooke Avery","9","0","0","0",0,"2015-16",2015,"whkye",19,"F","other",33,4,2,6,0.08,"2016-17"
"1174","Brooke Avery","32","1","1","2",0.03,"2014-15",2014,"whkye",18,"F","other",9,0,0,0,0,"2015-16"
"1175","Kiira Dosdall-Arena","16","0","1","1",0.03,"2018-19",2018,"whkye",31,"D","other",NA,NA,NA,NA,NA,NA
"1176","Kiira Dosdall-Arena","16","0","10","10",0.28,"2017-18",2017,"whkye",30,"D","other",16,0,1,1,0.03,"2018-19"
"1177","Kiira Dosdall-Arena","17","2","3","5",0.13,"2016-17",2016,"whkye",29,"D","other",16,0,10,10,0.28,"2017-18"
"1178","Kiira Dosdall-Arena","18","1","6","7",0.15,"2015-16",2015,"whkye",28,"D","other",17,2,3,5,0.13,"2016-17"
"1179","Kiira Dosdall-Arena","11","0","0","0",0,"2013-14",2013,"whkye",26,"D","other",18,1,6,7,0.15,"2015-16"
"1180","Kiira Dosdall-Arena","20","12","28","40",0.265475294,"2012-13",2012,"whkye",25,"D","other",11,0,0,0,0,"2013-14"
"1181","Kiira Dosdall-Arena","16","10","16","26",0.24269519554,"2011-12",2011,"whkye",24,"D","other",20,12,28,40,0.265475294,"2012-13"
"1182","Kiira Dosdall-Arena","16","13","21","34",0.30800301189,"2010-11",2010,"whkye",23,"D","other",16,10,16,26,0.24269519554,"2011-12"
"1183","Kiira Dosdall-Arena","14","4","15","19",0.18457420608,"2009-10",2009,"whkye",22,"D","other",16,13,21,34,0.30800301189,"2010-11"
"1184","Mallory Rushton","35","5","10","15",0.19,"2018-19",2018,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1185","Mallory Rushton","35","4","10","14",0.17,"2017-18",2017,"whkye",20,"F","other",35,5,10,15,0.19,"2018-19"
"1186","Mallory Rushton","32","1","3","4",0.06,"2016-17",2016,"whkye",19,"F","other",35,4,10,14,0.17,"2017-18"
"1187","Mallory Rushton","32","2","2","4",0.06,"2015-16",2015,"whkye",18,"F","other",32,1,3,4,0.06,"2016-17"
"1188","Mallory Rushton","24","12","15","27",0.15,"2014-15",2014,"whkye",17,"F","other",32,2,2,4,0.06,"2015-16"
"1189","Mallory Rushton","34","24","21","45",0.19070055708,"2013-14",2013,"whkye",16,"F","other",24,12,15,27,0.15,"2014-15"
"1190","Marisa Raspa","34","3","5","8",0.1,"2017-18",2017,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1191","Marisa Raspa","35","3","3","6",0.08,"2016-17",2016,"whkye",20,"F","other",34,3,5,8,0.1,"2017-18"
"1192","Marisa Raspa","28","0","1","1",0.02,"2015-16",2015,"whkye",19,"F","other",35,3,3,6,0.08,"2016-17"
"1193","Marisa Raspa","34","5","3","8",0.11,"2014-15",2014,"whkye",18,"F","other",28,0,1,1,0.02,"2015-16"
"1194","Marisa Raspa","32","1","7","8",0.03153380525,"2013-14",2013,"whkye",17,"F","other",34,5,3,8,0.11,"2014-15"
"1195","Marisa Raspa","31","1","3","4",0.01808290562,"2012-13",2012,"whkye",16,"F","other",32,1,7,8,0.03153380525,"2013-14"
"1196","Tori Sullivan","36","6","14","20",0.25,"2018-19",2018,"whkye",22,"F","other",NA,NA,NA,NA,NA,NA
"1197","Tori Sullivan","37","10","13","23",0.26,"2017-18",2017,"whkye",21,"F","other",36,6,14,20,0.25,"2018-19"
"1198","Tori Sullivan","2","0","1","1",0.22,"2016-17",2016,"whkye",20,"F","other",37,10,13,23,0.26,"2017-18"
"1199","Tori Sullivan","40","9","17","26",0.28,"2015-16",2015,"whkye",19,"F","other",2,0,1,1,0.22,"2016-17"
"1200","Tori Sullivan","39","11","17","28",0.34,"2014-15",2014,"whkye",18,"F","other",40,9,17,26,0.28,"2015-16"
"1201","Leila Kilduff","35","0","1","1",0.01,"2018-19",2018,"whkye",20,"D","other",NA,NA,NA,NA,NA,NA
"1202","Leila Kilduff","2","0","0","0",0,"2017-18",2017,"whkye",19,"D","other",35,0,1,1,0.01,"2018-19"
"1203","Leila Kilduff","28","0","1","1",0.02,"2016-17",2016,"whkye",18,"D","other",2,0,0,0,0,"2017-18"
"1204","Leila Kilduff","27","1","1","2",0.03,"2015-16",2015,"whkye",17,"D","other",28,0,1,1,0.02,"2016-17"
"1205","Leila Kilduff","28","3","7","10",0.04,"2014-15",2014,"whkye",16,"D","other",27,1,1,2,0.03,"2015-16"
"1206","Leila Kilduff","26","1","8","9",0.04414732735,"2013-14",2013,"whkye",15,"D","other",28,3,7,10,0.04,"2014-15"
"1207","Anna Keys","34","1","8","9",0.11,"2017-18",2017,"whkye",21,"D","other",NA,NA,NA,NA,NA,NA
"1208","Anna Keys","36","3","8","11",0.14,"2016-17",2016,"whkye",20,"D","other",34,1,8,9,0.11,"2017-18"
"1209","Anna Keys","36","2","11","13",0.15,"2015-16",2015,"whkye",19,"D","other",36,3,8,11,0.14,"2016-17"
"1210","Anna Keys","35","3","3","6",0.08,"2014-15",2014,"whkye",18,"D","other",36,2,11,13,0.15,"2015-16"
"1211","Nicole Schammel","39","16","31","47",0.54,"2018-19",2018,"whkye",22,"F","other",NA,NA,NA,NA,NA,NA
"1212","Nicole Schammel","38","17","15","32",0.35,"2017-18",2017,"whkye",21,"F","other",39,16,31,47,0.54,"2018-19"
"1213","Nicole Schammel","39","6","6","12",0.14,"2016-17",2016,"whkye",20,"F","other",38,17,15,32,0.35,"2017-18"
"1214","Nicole Schammel","36","11","11","22",0.29,"2014-15",2014,"whkye",18,"F","other",39,6,6,12,0.14,"2016-17"
"1215","Carlee Toews","35","4","13","17",0.21,"2017-18",2017,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1216","Carlee Toews","35","7","8","15",0.19,"2016-17",2016,"whkye",20,"F","other",35,4,13,17,0.21,"2017-18"
"1217","Carlee Toews","36","3","5","8",0.09,"2015-16",2015,"whkye",19,"F","other",35,7,8,15,0.19,"2016-17"
"1218","Carlee Toews","36","0","2","2",0.03,"2014-15",2014,"whkye",18,"F","other",36,3,5,8,0.09,"2015-16"
"1219","Carlee Toews","28","7","10","17",0.07694248481,"2013-14",2013,"whkye",17,"F","other",36,0,2,2,0.03,"2014-15"
"1220","Kelsey Cline","39","0","1","1",0.01,"2016-17",2016,"whkye",21,"F|D","other",NA,NA,NA,NA,NA,NA
"1221","Kelsey Cline","40","2","10","12",0.13,"2015-16",2015,"whkye",20,"F|D","other",39,0,1,1,0.01,"2016-17"
"1222","Kelsey Cline","41","1","7","8",0.09,"2014-15",2014,"whkye",19,"F|D","other",40,2,10,12,0.13,"2015-16"
"1223","Kelsey Cline","41","2","6","8",0.1029213758,"2013-14",2013,"whkye",18,"F|D","other",41,1,7,8,0.09,"2014-15"
"1224","Erin Hall","2","0","0","0",0,"2018-19",2018,"whkye",23,"D","other",NA,NA,NA,NA,NA,NA
"1225","Erin Hall","15","0","0","0",0,"2017-18",2017,"whkye",22,"D","other",2,0,0,0,0,"2018-19"
"1226","Lexie Laing","31","8","18","26",0.38,"2018-19",2018,"whkye",22,"F","other",NA,NA,NA,NA,NA,NA
"1227","Lexie Laing","3","1","0","1",0.14,"2017-18",2017,"whkye",21,"F","other",31,8,18,26,0.38,"2018-19"
"1228","Lexie Laing","29","8","13","21",0.32,"2016-17",2016,"whkye",20,"F","other",3,1,0,1,0.14,"2017-18"
"1229","Lexie Laing","31","6","12","18",0.25,"2015-16",2015,"whkye",19,"F","other",29,8,13,21,0.32,"2016-17"
"1230","Lexie Laing","36","10","15","25",0.32,"2014-15",2014,"whkye",18,"F","other",31,6,12,18,0.25,"2015-16"
"1231","Meaghan Pezon","9","1","1","2",0.11,"2018-19",2018,"whkye",30,"F","other",NA,NA,NA,NA,NA,NA
"1232","Meaghan Pezon","37","12","26","38",0.4706482103,"2009-10",2009,"whkye",21,"F","other",9,1,1,2,0.11,"2018-19"
"1233","Cassidy MacPherson","37","9","11","20",0.24,"2018-19",2018,"whkye",20,"F","other",NA,NA,NA,NA,NA,NA
"1234","Cassidy MacPherson","36","5","17","22",0.26,"2017-18",2017,"whkye",19,"F","other",37,9,11,20,0.24,"2018-19"
"1235","Cassidy MacPherson","37","10","13","23",0.27,"2016-17",2016,"whkye",18,"F","other",36,5,17,22,0.26,"2017-18"
"1236","Cassidy MacPherson","36","1","12","13",0.15,"2015-16",2015,"whkye",17,"F","other",37,10,13,23,0.27,"2016-17"
"1237","Cassidy MacPherson","38","9","13","22",0.06,"2014-15",2014,"whkye",16,"F","other",36,1,12,13,0.15,"2015-16"
"1238","Cassidy MacPherson","36","9","14","23",0.0758671104,"2013-14",2013,"whkye",15,"F","other",38,9,13,22,0.06,"2014-15"
"1239","Cassidy MacPherson","5","0","0","0",0,"2012-13",2012,"whkye",14,"F","other",36,9,14,23,0.0758671104,"2013-14"
"1240","Briana Mastel","29","2","13","15",0.23,"2016-17",2016,"whkye",21,"D","other",NA,NA,NA,NA,NA,NA
"1241","Briana Mastel","32","3","9","12",0.16,"2015-16",2015,"whkye",20,"D","other",29,2,13,15,0.23,"2016-17"
"1242","Briana Mastel","34","2","3","5",0.07,"2014-15",2014,"whkye",19,"D","other",32,3,9,12,0.16,"2015-16"
"1243","Briana Mastel","33","0","8","8",0.12350565096,"2013-14",2013,"whkye",18,"D","other",34,2,3,5,0.07,"2014-15"
"1244","Jenna Rheault","35","2","8","10",0.13,"2018-19",2018,"whkye",22,"D","other",NA,NA,NA,NA,NA,NA
"1245","Jenna Rheault","36","0","6","6",0.07,"2017-18",2017,"whkye",21,"D","other",35,2,8,10,0.13,"2018-19"
"1246","Jenna Rheault","35","2","3","5",0.06,"2016-17",2016,"whkye",20,"D","other",36,0,6,6,0.07,"2017-18"
"1247","Jenna Rheault","36","2","1","3",0.03,"2015-16",2015,"whkye",19,"D","other",35,2,3,5,0.06,"2016-17"
"1248","Laurel Hill","9","0","0","0",0,"2015-16",2015,"whkye",23,"D","other",NA,NA,NA,NA,NA,NA
"1249","Laurel Hill","14","0","1","1",0.03,"2014-15",2014,"whkye",22,"D","other",9,0,0,0,0,"2015-16"
"1250","Ana Orzechowski","29","0","0","0",0,"2018-19",2018,"whkye",21,"D","other",NA,NA,NA,NA,NA,NA
"1251","Ana Orzechowski","31","0","0","0",0,"2017-18",2017,"whkye",20,"D","other",29,0,0,0,0,"2018-19"
"1252","Ana Orzechowski","19","0","1","1",0.02,"2016-17",2016,"whkye",19,"D","other",31,0,0,0,0,"2017-18"
"1253","Ana Orzechowski","26","0","0","0",0,"2015-16",2015,"whkye",18,"D","other",19,0,1,1,0.02,"2016-17"
"1254","Ana Orzechowski","4","0","0","0",0,"2012-13",2012,"whkye",15,"D","other",26,0,0,0,0,"2015-16"
"1255","Haley Frade","35","9","16","25",0.33,"2014-15",2014,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1256","Haley Frade","35","7","18","25",0.36537088409,"2013-14",2013,"whkye",20,"F","other",35,9,16,25,0.33,"2014-15"
"1257","Haley Frade","36","13","18","31",0.47544742756,"2012-13",2012,"whkye",19,"F","other",35,7,18,25,0.36537088409,"2013-14"
"1258","Haley Frade","37","4","8","12",0.20417404256,"2011-12",2011,"whkye",18,"F","other",36,13,18,31,0.47544742756,"2012-13"
"1259","Brooke Stacey","2","1","0","1",0.2,"2018-19",2018,"whkye",22,"F","other",NA,NA,NA,NA,NA,NA
"1260","Brooke Stacey","36","13","17","30",0.35,"2017-18",2017,"whkye",21,"F","other",2,1,0,1,0.2,"2018-19"
"1261","Brooke Stacey","30","15","13","28",0.41,"2016-17",2016,"whkye",20,"F","other",36,13,17,30,0.35,"2017-18"
"1262","Brooke Stacey","35","9","9","18",0.22,"2015-16",2015,"whkye",19,"F","other",30,15,13,28,0.41,"2016-17"
"1263","Brooke Stacey","33","4","7","11",0.15,"2014-15",2014,"whkye",18,"F","other",35,9,9,18,0.22,"2015-16"
